Rank,RankPowerlaw,Artist,Title,Year,SpotifyPlayCount,WikiWordCount,Followers,Popularity,GenreRaw,GenreClean,Tar-Pre
11,20.54380234,Andy Williams,Can't Get Used To Losing You,1963,2633306,3980,94409,75,easy listening,easy listening,-0.709892681
3,48.42838339,The Temptations,I Can't Get Next To You,1969,4868501,9521,663199,73,"funk, psychedelic soul","funk, psychedelic soul",-0.712451239
74,5.838577711,The Monkees,Pleasant Valley Sunday,1967,2055289,18620,203117,66,"rock, psychedelic rock, psychedelic pop","rock, psychedelic rock, psychedelic pop",-0.712610095
72,5.945119004,Bert Kaempfert,Wonderland By Night,1961,350403,2099,16488,52,jazz,jazz,-0.713276667
5,34.56844127,The Rascals,People Got To Be Free,1968,600612,2093,20025,48,blue-eyed soul,blue-eyed soul,-0.717149093
99,4.818155049,Petula Clark,Don't Sleep In The Subway,1967,774829,4478,44484,53,pop,pop,-0.747136938
90,5.130975533,James Brown and The Famous Flames,Say It Loud I'm Black And I'm Proud,1968,1180592,3417,33827,59,funk,funk,-0.748526026
83,5.412631479,The Foundations,"Baby, Now That I've Found You",1968,1241259,3982,16810,60,pop,pop,-0.750598743
64,6.425711417,The Dells,Stay In My Corner,1968,730409,1145,53904,47,soul,soul,-0.750712848
29,10.83471074,The Supremes,The Happening,1967,3012733,5042,388007,70,pop,pop,-0.750713667
69,6.114481004,Sergio Mendes and Brasil '66,The Fool On The Hill,1968,1069863,1691,31502,55,bossa nova,bossa nova,-0.755674749
55,7.101672245,The Beatles,Do You Want to Know a Secret,1964,8066285,14112,5042014,89,pop,pop,-0.760033741
72,5.945119004,Sonny and Cher,Baby Don't Go,1965,759198,2377,46387,56,pop rock,pop rock,-0.764356923
78,5.63920084,The Beatles,Revolution,1968,12876136,14112,5042014,89,hard rock,hard rock,-0.764727341
98,4.850547815,"Peter, Paul and Mary",If I Had A Hammer,1962,650774,1386,94676,57,folk,folk,-0.765234917
27,11.35794904,The Supremes,Love Child,1968,3357859,5042,388007,70,"pop, r&b","pop, r&b",-0.768231751
84,5.370017132,The Royal Guardsmen,Snoopy Vs. The Red Baron,1967,301051,650,1153,43,"rock, novelty","rock, novelty",-0.778038272
80,5.545754095,The Turtles,You Showed Me,1969,2034830,2031,109592,63,psychedelic pop,psychedelic pop,-0.77849953
83,5.412631479,Lesley Gore,Judy's Turn to Cry,1963,515670,1458,27747,54,"pop, rock","pop, rock",-0.805718513
10,21.87761624,The Shirelles,Soldier Boy,1962,623778,2186,51834,59,r&b,r&b,-0.807155089
60,6.705330284,The Monkees,"A Little Bit You, A Little Bit Me",1967,1867724,18620,203117,66,pop rock,pop rock,-0.808305988
88,5.207645782,The Rolling Stones,The Last Time,1965,5587819,13624,3253295,84,"rock, blues rock","rock, blues rock",-0.808715186
38,9.064478563,Jerry Butler,Only The Strong Survive,1969,725955,982,27391,47,"soul, proto-disco","soul, proto-disco",-0.812646519
39,8.910403258,Elvis Presley,Little Sister,1961,3356388,19546,1736017,83,rock and roll,rock and roll,-0.815526072
30,10.59497587,The Everly Brothers,Let It Be Me,1960,697716,4114,120725,63,pop,pop,-0.81825603
19,14.32262507,Tommy James and The Shondells,Hanky Panky,1966,853252,1401,43850,56,garage rock,garage rock,-0.820157703
87,5.247075258,Diana Ross and The Supremes and The Temptations,I'm Gonna Make You Love Me,1969,3870569,1236,24802,75,"soul, pop","soul, pop",-0.822201678
44,8.228510611,Kokomo,Asia Minor,1961,38898,438,1966,20,"rock, classical","rock, classical",-0.833184286
32,10.15315495,Marvin Gaye and Tammi Terrell,Your Precious Love,1967,4738770,365,1503529,77,soul/pop,soul/pop,-0.847411044
61,6.632577127,Adam Wade,Take Good Care Of Her,1961,16354,531,129,11,pop,pop,-0.84773964
44,8.228510611,Tommy Roe,Sweet Pea,1966,343854,711,11071,43,pop rock,pop rock,-0.848399622
61,6.632577127,Ray Stevens,Ahab The Arab,1962,194946,2640,17723,43,novelty,novelty,-0.853143789
86,5.287264321,Bob Seger System,Ramblin' Gamblin' Man,1969,3306569,4841,238530,71,"hard rock, psychedelic rock","hard rock, psychedelic rock",-0.864206462
50,7.562750921,The Four Seasons,Candy Girl,1963,1216330,4256,157449,67,rock,rock,-0.869203441
38,9.064478563,Conway Twitty,Lonely Blue Boy,1960,756676,3103,152800,62,rock,rock,-0.873947683
19,14.32262507,The Grass Roots,Midnight Confessions,1968,748738,4194,30550,54,"rock, psychedelic pop","rock, psychedelic pop",-0.874277746
60,6.705330284,Lou Christie,I'm Gonna Make You Mine,1969,285913,1818,7391,37,pop,pop,-0.876161763
48,7.769280177,1910 Fruitgum Company,"1, 2, 3, Red Light",1968,188396,578,4236,31,bubblegum pop,bubblegum pop,-0.889777157
24,12.27610461,Jay and The Americans,Cara Mia,1965,801564,978,15636,58,rock,rock,-0.893426089
48,7.769280177,The Grass Roots,I'd Wait A Million Years,1969,793077,4194,30550,54,"rock, psychedelic pop","rock, psychedelic pop",-0.920010966
75,5.787081068,Joe Simon,Chokin' Kind,1969,390349,2638,13457,42,r&b,r&b,-0.939288904
42,8.485070759,The Hollies,On A Carousel,1967,1833574,5157,203930,67,pop,pop,-0.945390883
62,6.561777272,The Rolling Stones,19th Nervous Breakdown,1966,5316930,13624,3253295,84,"hard rock, rhythm and blues, psychedelic rock","hard rock, r&b, psychedelic rock",-0.976062778
17,15.41358678,The 5th Dimension,Stoned Soul Picnic,1968,659715,2394,33627,53,pop,pop,-0.976156667
54,7.188199443,Classics IV,Traces,1969,403499,1391,8769,43,"soft rock, pop","soft rock, pop",-0.982276282
8,25.34898699,Herman's Hermits,Can't You Hear My Heartbeat,1965,594503,2048,64508,55,pop rock,pop rock,-0.989325784
17,15.41358678,Connie Francis,My Heart Has A Mind Of Its Own,1960,365549,4607,58984,57,pop,pop,-0.989798966
8,25.34898699,Stevie Wonder,Fingertips,1963,3255889,4980,1821274,81,"r&b, soul","r&b, soul",-0.999547123
74,5.838577711,The Four Seasons,Ronnie,1964,1190523,4256,157449,67,rock,rock,-1.008742925
26,11.64441273,Brenda Lee,Break It To Me Gently,1962,1564747,2547,56596,72,"vocal, country","vocal, country",-1.019134912
43,8.35431448,Skeeter Davis,I Can't Stay Mad at You,1963,283035,1796,14214,49,"country, girl group","country, girl group",-1.024846971
57,6.936215781,The Browns,The Old Lamplighter,1960,62470,707,1592,31,countrypolitan,countrypolitan,-1.028525981
65,6.360293906,The Temptations,Beauty Is Only Skin Deep,1966,2352110,9521,663199,73,r&b,r&b,-1.062002491
92,5.057082445,Shorty Long,Here Comes The Judge,1968,63779,638,1086,19,"comedy, soul","comedy, soul",-1.063262608
27,11.35794904,Dick and Dee Dee,The Mountain's High,1961,17863,1038,179,16,rock and roll,rock and roll,-1.063898188
51,7.4645509,Bill Anderson,Still,1963,138980,1898,10303,40,country,country,-1.110011176
73,5.891242669,Wilson Pickett,Funky Broadway,1967,1193242,3001,143527,63,soul,soul,-1.113075289
67,6.234342105,Paul Revere and The Raiders,Just Like Me,1966,327267,4169,27075,47,rock,rock,-1.115397804
52,7.369496097,Petula Clark,This Is My Song,1967,532949,4478,44484,53,pop,pop,-1.121353563
65,6.360293906,The Winstons,Color Him Father,1969,131309,260,2069,27,"r&b, soul, funk (colour him father), funk, soul (amen, brother)","r&b, soul, funk (colour him father), funk, soul (amen, brother)",-1.122824742
91,5.093692001,The Everly Brothers,When Will I Be Loved,1960,508098,4114,120725,63,country,country,-1.135393831
98,4.850547815,Bobby Vinton,There! I've Said It Again,1964,526233,1732,40275,58,pop,pop,-1.151566696
18,14.84294734,Johnny Tillotson,It Keeps Right On a-Hurtin',1962,245127,1278,10331,49,pop,pop,-1.156062759
62,6.561777272,Bobby Darin,Things,1962,800658,3068,99662,65,pop rock,pop rock,-1.166288002
79,5.59198657,Skip and Flip,Cherry Pie,1960,21703,429,58,21,pop,pop,-1.181152277
100,4.786300923,Del Shannon,Little Town Flirt,1963,367176,2195,40589,53,pop rock,pop rock,-1.19057685
59,6.780124557,Gary Lewis and The Playboys,Save Your Heart for Me,1965,214032,972,18387,43,pop,pop,-1.19219991
9,23.45308318,Dee Clark,Raindrops,1961,36195,651,1660,24,r&b,r&b,-1.212328068
47,7.877989793,Watts 103rd Street Rhythm Band,Do Your Thing,1969,400774,1503,6507,48,"r&b, funk","r&b, funk",-1.25231228
68,6.173680038,Connie Francis,Mama,1960,279627,4607,58984,57,pop,pop,-1.257742727
63,6.49284802,The Young Rascals,How Can I Be Sure,1967,341008,2093,20025,48,"blue-eyed soul, pop","blue-eyed soul, pop",-1.265291107
74,5.838577711,Marvelettes,Don't Mess With Bill,1966,704329,3009,65203,60,soul/pop,soul/pop,-1.267915481
95,4.951108236,Roy Head,Treat Her Right,1965,19176,2269,331,12,soul,soul,-1.269675871
33,9.949031357,Three Dog Night,Easy To Be Hard,1969,1174006,2285,132036,61,rock,rock,-1.292468115
22,13.00172664,Petula Clark,My Love,1966,394047,4478,44484,53,pop,pop,-1.305654496
60,6.705330284,Cher,Bang Bang (My Baby Shot Me Down),1966,1284773,12655,404075,69,folk rock,folk rock,-1.323535811
74,5.838577711,Linda Scott,I've Told Every Little Star,1961,38588,577,1343,29,pop,pop,-1.323748382
84,5.370017132,Gary Puckett and The Union Gap,This Girl Is A Woman Now,1969,457270,1275,28054,51,rock,rock,-1.336068284
67,6.234342105,Dion,Lovers Who Wander,1962,1642078,3245,941947,79,rock and roll,rock and roll,-1.341128515
96,4.917008807,The Guess Who,Laughing,1969,994472,4136,89007,61,pop rock,pop rock,-1.350098814
74,5.838577711,The Zombies,Tell Her No,1965,728476,2742,158928,63,pop rock,pop rock,-1.351911896
97,4.883493965,Paul Revere and The Raiders,Hungry,1966,257617,4169,27075,47,"rock, proto-punk","rock, proto-punk",-1.35470017
57,6.936215781,The Shirelles,Foolish Little Girl,1963,404775,2186,51834,59,"r&b, pop, soul","r&b, pop, soul",-1.365400948
96,4.917008807,Bobby Rydell,Little Bitty Girl,1960,98402,1069,11311,44,pop,pop,-1.389143155
65,6.360293906,Ike and Tina Turner,It's Gonna Work Out Fine,1961,246104,3574,62083,56,"rock & roll, r&b","rock and roll, r&b",-1.429409523
30,10.59497587,Steve Lawrence,Portrait Of My Love,1961,61982,1304,5202,35,traditional pop music,traditional pop,-1.455763389
17,15.41358678,Chubby Checker,Slow Twistin',1962,284087,1911,53283,56,"rhythm and blues, rock and roll, soul","r&b, rock and roll, soul",-1.46223953
14,17.52086311,Marvin Gaye,Too Busy Thinking About My Baby,1969,3314326,7086,1499687,78,soul,soul,-1.471102524
43,8.35431448,Bobby Vinton,Please Love Me Forever,1967,540828,1732,40275,58,pop,pop,-1.501557521
46,7.990608098,Aretha Franklin,(Sweet Sweet Baby) Since You've Been Gone,1968,1999561,4631,857587,75,soul,soul,-1.508850924
94,4.985808764,Martha and The Vandellas,Come and Get These Memories,1963,447078,2807,77397,62,soul,soul,-1.511311784
28,11.08857401,The Supremes,Love Is Here And Now You're Gone,1967,1402733,5042,388007,70,"pop, r&b","pop, r&b",-1.515138831
71,6.000251993,Jackie Wilson,Baby Workout,1963,563065,4544,95994,64,rock and roll,rock and roll,-1.519392756
68,6.173680038,James Brown,Mother Popcorn (Part I),1969,1692313,12563,775026,71,funk,funk,-1.531351314
91,5.093692001,"Peter, Paul and Mary",I Dig Rock And Roll Music,1967,551673,1386,94676,57,"folk rock, psychedelic folk","folk rock, psychedelic folk",-1.537873429
73,5.891242669,Bobby Darin,If I Were A Carpenter,1966,787790,3068,99662,65,folk rock,folk rock,-1.552574649
29,10.83471074,The Friends Of Distinction,Going In Circles,1969,181315,513,7172,38,"r&b, soul","r&b, soul",-1.554049731
86,5.287264321,Peter and Gordon,Woman,1966,183303,951,12316,44,folk rock,folk rock,-1.564193287
94,4.985808764,Anita Bryant,In My Little Corner Of The World,1960,15789,2741,474,21,pop,pop,-1.566620065
31,10.36815025,Connie Francis,Don't Break The Heart That Loves You,1962,259505,4607,58984,57,country,country,-1.572206899
37,9.225435188,Smokey Robinson and The Miracles,"Baby, Baby Don't Cry",1969,979415,5611,239781,63,"soul, pop","soul, pop",-1.575239471
68,6.173680038,Sam and Dave,I Thank You,1968,751080,4812,79480,64,soul,soul,-1.575667071
87,5.247075258,Turtles,You Baby,1966,553566,2031,156022,60,folk rock,folk rock,-1.589825592
28,11.08857401,Marty Robbins,Don't Worry,1961,321791,1930,73354,61,country,country,-1.611903416
51,7.4645509,Sammy Davis Jr.,I've Gotta Be Me,1969,647269,4058,116765,57,traditional pop,traditional pop,-1.624752688
30,10.59497587,Jay and The Americans,She Cried,1962,264791,978,15636,58,rock,rock,-1.636591132
85,5.328236693,Jimmy Dean,P.T. 109,1962,90285,1804,13340,43,pop,pop,-1.640458926
44,8.228510611,The Righteous Brothers,Just Once in My Life,1965,541580,2658,86133,64,blue-eyed soul,blue-eyed soul,-1.651948519
9,23.45308318,Johnny Rivers,Poor Side of Town,1966,227317,1516,32071,48,"rock and roll, blue-eyed soul","rock and roll, blue-eyed soul",-1.676505064
76,5.736711756,The Irish Rovers,The Unicorn,1968,392426,2636,39228,54,irish folk music,irish folk music,-1.677706511
74,5.838577711,Bobby Rydell,Swingin' School,1960,73006,1069,11311,44,rock and roll,rock and roll,-1.687662655
97,4.883493965,The Beach Boys,Shut Down,1963,1066953,15103,916992,77,"hot rod rock, car song","hot rod rock, car song",-1.704405972
85,5.328236693,Ricky Nelson,Young Emotions,1960,197454,4885,61434,56,ballad,ballad,-1.72025939
90,5.130975533,Cher,All I Really Want to Do,1965,764751,12655,404075,69,"pop, folk rock","pop, folk rock",-1.722422904
46,7.990608098,Roy Orbison,Mean Woman Blues,1963,709991,8655,303004,71,rockabilly,rockabilly,-1.734578644
44,8.228510611,Dionne Warwick,Alfie,1967,631132,7251,158688,63,"soul, pop","soul, pop",-1.735310238
58,6.857053284,Marvin Gaye,I'll Be Doggone,1965,1581041,7086,1499687,78,soul/pop,soul/pop,-1.738897072
89,5.168953147,Gerry and the Pacemakers,How Do You Do It?,1964,216444,954,37416,52,merseybeat,merseybeat,-1.777681901
80,5.545754095,Connie Francis,Breakin' In A Brand New Broken Heart,1961,184122,4607,58984,57,country pop,country pop,-1.795492503
46,7.990608098,Herman's Hermits,"I'm Henry the Eighth, I Am",1965,258929,2048,64508,55,"beat, pop","beat, pop",-1.820497654
77,5.687430745,Dean Martin,The Door Is Still Open to My Heart,1964,1013765,4570,381183,76,"traditional pop, country","traditional pop, country",-1.824929644
27,11.35794904,Gene Pitney,It Hurts to Be in Love,1964,167640,2010,31050,51,"rock and roll, pop","rock and roll, pop",-1.850183968
78,5.63920084,Lou Rawls,Love Is A Hurtin' Thing,1966,255538,2941,38644,54,r&b,r&b,-1.856194477
93,5.021127552,Bobby Rydell,I'll Never Dance Again,1962,76708,1069,11311,44,pop,pop,-1.877981848
68,6.173680038,Del Shannon,Hats Off To Larry,1961,147026,2195,40589,53,rock and roll,rock and roll,-1.920766548
42,8.485070759,Dionne Warwick,(Theme From) Valley Of The Dolls,1968,552598,7251,158688,63,"pop, r&b","pop, r&b",-1.994168489
34,9.754924552,Betty Everett and Jerry Butler,Let It Be Me,1964,14221,1249,27475,11,r&b,r&b,-2.026880386
87,5.247075258,Bobby Rydell,Good Time Baby,1961,58354,1069,11311,44,rock and roll,rock and roll,-2.031568161
95,4.951108236,Gary Lewis and The Playboys,Sealed With A Kiss,1968,122581,972,18387,43,pop,pop,-2.102517242
95,4.951108236,Johnny Rivers,Baby I Need Your Lovin',1967,168107,1516,32071,48,"r&b, soul, rock, folk","r&b, soul, rock, folk",-2.104223914
55,7.101672245,Status Quo,Pictures Of Matchstick Men,1968,498937,4248,175018,63,"psychedelic rock, psychedelic pop","psychedelic rock, psychedelic pop",-2.119763257
71,6.000251993,Brenda Lee,That's All You Gotta Do,1960,395052,2547,56596,72,rockabilly,rockabilly,-2.155813369
85,5.328236693,Janis Ian,Society's Child,1967,121720,2300,23619,47,pop,pop,-2.159405958
43,8.35431448,Brenda Lee,I Want To Be Wanted,1960,390100,2547,56596,72,pop,pop,-2.168427655
70,6.056689273,New Colony Six,Things I'd Like To Say,1969,14821,498,420,13,pop,pop,-2.18718903
75,5.787081068,Stevie Wonder,Shoo-Bee-Doo-Be-Doo-Da-Day,1968,1800414,4980,1821274,81,"r&b, soul","r&b, soul",-2.199427409
61,6.632577127,Ray Stevens,Gitarzan,1969,115612,2640,17723,43,pop,pop,-2.226030824
95,4.951108236,Elvis Presley,Bossa Nova Baby,1963,1003366,19546,1736017,83,"rock and roll, bossa nova","rock and roll, bossa nova",-2.26281469
77,5.687430745,Dionne Warwick,Message To Michael,1966,325409,7251,158688,63,"soul, pop, adult contemporary","soul, pop, adult contemporary",-2.271768405
86,5.287264321,Dion,Donna the Prima Donna,1963,723972,3245,941947,79,rock and roll,rock and roll,-2.28587627
61,6.632577127,Lesley Gore,California Nights,1967,187214,1458,27747,54,pop,pop,-2.291309437
46,7.990608098,Burl Ives,A Little Bitty Tear,1962,300810,2470,13322,71,"country, pop, nashville sound","country, pop, nashville sound",-2.300870686
85,5.328236693,The Miracles,Mickey's Monkey,1963,218185,5611,239780,63,"soul, pop","soul, pop",-2.350153223
30,10.59497587,Eydie Gorme,Blame It On The Bossa Nova,1963,91784,1750,13707,53,"traditional pop, rock and roll","traditional pop, rock and roll",-2.378282667
43,8.35431448,Tommy Roe,Hooray for Hazel,1966,73278,711,11071,43,pop rock,pop rock,-2.394356343
43,8.35431448,Oliver,Good Morning Starshine,1969,406091,1579,13001,66,pop rock,pop rock,-2.421796957
45,8.107365283,Johnny Rivers,The Seventh Son,1965,92259,1516,32071,48,"rock and roll, rhythm and blues","rock and roll, r&b",-2.452276732
66,6.296526022,Joe Henderson,Snap Your Fingers,1962,49211,1173,24058,45,r&b,r&b,-2.45393724
72,5.945119004,Marvin Gaye,That's The Way Love Is,1969,1231338,7086,1499687,78,"soul, psychedelic soul, funk","soul, psychedelic soul, funk",-2.461255425
19,14.32262507,The Ray Charles Singers,Love Me with All Your Heart (Cuando Calienta El Sol),1964,11797,1894,524,26,doo-wop,doo-wop,-2.466704359
100,4.786300923,Neil Diamond,Thank The Lord For The Night Time,1967,532896,5853,333588,71,pop rock,pop rock,-2.47077677
91,5.093692001,Brenda Lee,Dum Dum,1961,320128,2547,56596,72,pop,pop,-2.48600164
78,5.63920084,Brook Benton,Think Twice,1961,62191,708,12824,49,pop,pop,-2.486379816
70,6.056689273,Nat King Cole,Those Lazy-Hazy-Crazy Days of Summer,1963,555689,4416,526417,78,"jazz, pop","jazz, pop",-2.488568322
70,6.056689273,The Animals,Sky Pilot,1968,642284,3699,457784,71,"psychedelic rock, acid rock","psychedelic rock, acid rock",-2.53673417
99,4.818155049,Jerry Butler,"Hey, Western Union Man",1968,111848,982,27391,47,soul,soul,-2.562020956
79,5.59198657,Sammy Davis Jr.,The Shelter of Your Arms,1964,133430,4058,116765,57,jazz,jazz,-2.574067604
81,5.500471104,Bobby Goldsboro,Little Things,1965,80093,618,17856,48,pop,pop,-2.598989603
41,8.621099442,Bobby Sherman,Little Woman,1969,28884,2535,4503,29,pop,pop,-2.618167898
85,5.328236693,Smokey Robinson and The Miracles,If You Can Want,1968,293934,5611,239781,63,soul/pop,soul/pop,-2.657866888
62,6.561777272,Bobby Goldsboro,See the Funny Little Clown,1964,63758,618,17856,48,traditional pop,traditional pop,-2.701109384
42,8.485070759,Mercy,Love (Can Make You Happy),1969,192564,349,37289,54,sunshine pop,sunshine pop,-2.712941947
25,11.94977132,Brook Benton,The Boll Weevil Song,1961,48225,708,12824,49,novelty song,novelty song,-2.740712552
62,6.561777272,Brenda Lee,Losing You,1963,306511,2547,56596,72,pop,pop,-2.769252482
90,5.130975533,The Ventures,"Walk, Don't Run '64",1964,62271,2678,43237,51,"rock, surf rock","rock, surf rock",-2.800270203
39,8.910403258,The Essex,Easier Said Than Done,1963,11101,520,3009,28,pop,pop,-2.850608387
72,5.945119004,Marvin Gaye,Pride and Joy,1963,381571,7086,1499687,78,rhythm and blues,r&b,-2.924250778
78,5.63920084,Ray Charles,Georgia On My Mind,1960,203180,6315,872966,72,"jazz, soul, blues, traditional pop","jazz, soul, blues, traditional pop",-2.95249466
54,7.188199443,Lou Christie,Two Faces Have I,1963,17151,1818,7391,37,pop,pop,-2.981228482
67,6.234342105,Herman's Hermits,Wonderful World,1965,76394,2048,64508,55,beat,beat,-3.041147387
73,5.891242669,Brenda Lee,Everybody Loves Me But You,1962,205080,2547,56596,72,vocal,vocal,-3.051214194
34,9.754924552,Jackie Wilson,Night,1960,81660,4544,95994,64,pop,pop,-3.172660309
38,9.064478563,Tommy Roe,Everybody,1963,21660,711,11071,43,pop rock,pop rock,-3.248690588
94,4.985808764,Sonny,Laugh at Me,1965,88034,741,46834,61,psychedelic pop,psychedelic pop,-3.326285785
79,5.59198657,Keith,98.6,1967,390830,414,1516711,78,pop rock,pop rock,-3.399148233
86,5.287264321,Dion,Little Diane,1962,191936,3245,941947,79,rock and roll,rock and roll,-3.487684324
23,12.62582101,Oliver,Jean,1969,121284,1579,13001,66,pop,pop,-3.630239327
86,5.287264321,Johnny Burnette,Dreamin',1960,9887,2915,8584,42,rockabilly,rockabilly,-3.656964749
96,4.917008807,Andy Williams,A Fool Never Learns,1964,137312,3980,94409,75,easy listening,easy listening,-3.756153421
56,7.017717833,Andy Williams,The Village Of St. Bernadette,1960,83052,3980,94409,75,"vocal pop, inspirational, traditional pop, gospel, hymns, contemporary gospel","vocal pop, inspirational, traditional pop, gospel, hymns, contemporary gospel",-3.888857898
67,6.234342105,The Dave Clark Five,Can't You See That She's Mine,1964,5883,1911,18351,30,beat,beat,-3.919180367
96,4.917008807,Jack Jones,The Race Is On,1965,17712,1803,12684,48,easy listening,easy listening,-3.95558052
36,9.393779234,Linda Scott,Don't Bet Money Honey,1961,1728,577,1343,29,pop,pop,-4.429725059
23,12.62582101,Bobby Darin,You're The Reason I'm Living,1963,30498,3068,99662,65,pop,pop,-4.526581862
70,6.056689273,Brenda Lee,Coming On Strong,1966,69312,2547,56596,72,pop,pop,-4.615563428
91,5.093692001,Lou Rawls,Your Good Thing (Is About To End),1969,23102,2941,38644,54,r&b,r&b,-4.619346243
38,9.064478563,The Animals,The House of the Rising Sun,1964,44557,3699,457784,71,rock,rock,-4.701099426
57,6.936215781,The Temptations,"Run Away Child, Running Wild",1969,37779,9521,663199,73,psychedelic soul,psychedelic soul,-5.571239212
