,Rank,RankPowerlaw,Artist,Title,Year,SpotifyPlayCount,WikiWordCount,Year_awards,Awards,Artist_award,awardscore
332,51,7.4645509,The Corsairs,Smoky Places,1962,38068,240,,,,
350,66,6.296526022,Joe Henderson,Snap Your Fingers,1962,49211,1173,,,,
884,84,5.370017132,The Royal Guardsmen,Snoopy Vs. The Red Baron,1967,301051,650,,,,
411,15,16.74093727,The Tymes,So Much In Love,1963,217721,438,,,,
4,70,6.056689273,The Everly Brothers,So Sad,1960,804269,4114,,,,
885,85,5.328236693,Janis Ian,Society's Child,1967,121720,2300,,,,
203,10,21.87761624,The Shirelles,Soldier Boy,1962,623778,2186,,,,
847,33,9.949031357,Jefferson Airplane,Somebody To Love,1967,42786915,6169,,,,
818,7,27.68441135,Frank and Nancy Sinatra,Somethin' Stupid,1967,23630585,1520,,,,
783,71,6.000251993,Ray Conniff Singers,Somewhere My Love,1966,750017,1780,,,,
810,98,4.850547815,The Box Tops,Soul Deep,1969,306962,1953,,,,
872,67,6.234342105,The Bar-Kays,Soul Finger,1967,5340668,1226,,,,
948,65,6.360293906,Willie Mitchell,Soul Serenade,1968,31136,522,,,,
368,92,5.057082445,King Curtis,Soul Twist,1962,36437,1142,,,,
307,47,7.877989793,The Orlons,South Street,1963,36247,858,,,,
262,64,6.425711417,Ben E. King,Spanish Harlem,1961,4059124,1450,,,,
256,45,8.107365283,Pat Boone,Speedy Gonzales,1962,1355459,4138,,,,
915,26,11.64441273,Classics IV,Spooky,1968,2095546,1391,,,,
151,76,5.736711756,Neil Sedaka,Stairway To Heaven,1960,780214,7962,,,,
261,63,6.49284802,Ben E. King,Stand By Me,1961,59842653,1450,,,,
946,64,6.425711417,The Dells,Stay In My Corner,1968,730409,1145,,,,
611,94,4.985808764,Jimmy Hughes,Steal Away,1964,776473,618,,,,
162,83,5.412631479,The Crests,Step By Step,1960,160505,1838,,,,
448,51,7.4645509,Bill Anderson,Still,1963,138980,1898,,,,
862,17,15.41358678,The 5th Dimension,Stoned Soul Picnic,1968,659715,2394,,,,
508,20,13.84586851,The Supremes,Stop! In the Name of Love,1965,29765413,5042,,,,
280,1,100,Acker Bilk,Stranger On The Shore,1962,921367,1265,,,,
730,15,16.74093727,Frank Sinatra,Strangers in the Night,1966,21956408,15799,,,,
23,9,23.45308318,Elvis Presley,Stuck On You,1960,6695034,19509,,,,
388,1,100,Jimmy Gilmer and The Fireballs,Sugar Shack,1963,226227,673,,,,
970,1,100,The Archies,"Sugar, Sugar",1969,50009972,1201,,,,
405,13,18.39913422,Kyu Sakamoto,Sukiyaki,1963,3243351,1643,,,,
943,56,7.017717833,Blue Cheer,Summertime Blues,1968,1113051,2021,,,,
753,27,11.35794904,Bobby Hebb,Sunny,1966,18167168,673,,,,
895,6,30.6492728,Cream,Sunshine Of Your Love,1968,68023254,1342,,,,
750,26,11.64441273,Donovan,Sunshine Superman,1966,7309228,6108,,,,
423,28,11.08857401,Jan and Dean,Surf City,1963,2529316,4719,,,,
380,36,9.393779234,The Beach Boys,Surfer Girl,1963,6457598,15103,,,,
589,75,5.787081068,The Trashmen,Surfin' Bird,1964,7766580,620,,,,
378,100,4.786300923,The Beach Boys,Surfin' Safari,1962,6351035,15103,,,,
379,2,63.2878297,The Beach Boys,Surfin' U.S.A.,1963,40283487,15103,,,,
25,51,7.4645509,Elvis Presley,Surrender,1961,4599587,19509,,,,
527,22,13.00172664,Terry Stafford,Suspicion,1964,747126,603,,,,
33,18,14.84294734,Elvis Presley,Suspicious Minds,1969,76262262,19509,,,,
962,97,4.883493965,Creedence Clearwater Revival,Suzie Q.,1968,7558018,4772,,,,
791,22,13.00172664,Neil Diamond,Sweet Caroline,1969,72737534,5853,,,,
811,100,4.786300923,The Box Tops,Sweet Cream Ladies,1969,72768,1953,,,,
955,84,5.370017132,The Sweet Inspirations,Sweet Inspiration,1968,289757,1471,,,,
12,18,14.84294734,Brenda Lee,Sweet Nothin's,1960,4478743,2547,,,,
304,44,8.228510611,Tommy Roe,Sweet Pea,1966,343854,711,,,,
832,17,15.41358678,Arthur Conley,Sweet Soul Music,1967,14474435,777,,,,
52,74,5.838577711,Bobby Rydell,Swingin' School,1960,73006,1069,,,,
278,95,4.951108236,Dave Brubeck,Take Five,1961,49478497,3628,,,,
257,61,6.632577127,Adam Wade,Take Good Care Of Her,1961,16354,531,,,,
136,12,19.39725958,Bobby Vee,Take Good Care Of My Baby,1961,8915018,1614,,,,
743,54,7.188199443,Percy Sledge,Take Time To Know Her,1968,888908,1092,,,,
475,93,5.021127552,Sunny and the Sunglows,Talk to Me,1963,58419,334,,,,
168,77,5.687430745,Ricky Nelson,Teen Age Idol,1962,410663,4885,,,,
10,5,34.56844127,Mark Dinning,Teen Angel,1960,436274,303,,,,
696,74,5.838577711,The Zombies,Tell Her No,1965,728476,2742,,,,
879,76,5.736711756,Aaron Neville,Tell It Like It Is,1967,6815477,1369,,,,
147,67,6.234342105,Ray Peterson,Tell Laura I Love Her,1960,1317706,527,,,,
219,84,5.370017132,Dick and Dee Dee,Tell Me,1962,12985,1038,,,,
790,100,4.786300923,Neil Diamond,Thank The Lord For The Night Time,1967,532896,5853,,,,
313,87,5.247075258,Nat King Cole,"That Sunday, That Summer",1963,248929,4280,,,,
14,71,6.000251993,Brenda Lee,That's All You Gotta Do,1960,395052,2547,,,,
462,72,5.945119004,Marvin Gaye,That's The Way Love Is,1969,1231338,7086,,,,
918,29,10.83471074,Georgie Fame,The Ballad Of Bonnie And Clyde,1968,587910,2126,,,,
647,83,5.412631479,Sonny and Cher,The Beat Goes On,1967,2903680,2377,,,,
108,36,9.393779234,Toni Fisher,The Big Hurt,1960,23972,339,,,,
642,13,18.39913422,Jewel Akens,The Birds and the Bees,1965,502507,298,,,,
144,25,11.94977132,Brook Benton,The Boll Weevil Song,1961,48225,708,,,,
713,98,4.850547815,The Ad Libs,The Boy from New York City,1965,187728,274,,,,
503,77,5.687430745,Dean Martin,The Door Is Still Open to My Heart,1964,1013765,4570,,,,
389,3,48.42838339,Skeeter Davis,The End Of The World,1963,9808917,1796,,,,
39,70,6.056689273,Chubby Checker,The Fly,1961,80384,1911,,,,
927,69,6.114481004,Sergio Mendes and Brasil '66,The Fool On The Hill,1968,1069863,1691,,,,
566,51,7.4645509,Stan Getz and Astrud Gilberto,The Girl from Ipanema,1964,31119332,1553,,,,
898,8,25.34898699,Hugo Montenegro,"The Good, The Bad And The Ugly",1968,1363760,1137,,,,
514,29,10.83471074,The Supremes,The Happening,1967,3012733,5042,,,,
912,21,13.40711287,Cliff Nobles,The Horse,1968,343717,369,,,,
549,38,9.064478563,The Animals,The House of the Rising Sun,1964,44557,3699,,,,
653,18,14.84294734,Ramsey Lewis Trio,The 'In' Crowd,1965,1439252,920,,,,
604,39,8.910403258,The Kingsmen,The Jolly Green Giant,1965,89146,2634,,,,
619,88,5.207645782,The Rolling Stones,The Last Time,1965,5587819,13638,,,,
808,2,63.2878297,The Box Tops,The Letter,1967,22113106,1953,,,,
425,48,7.769280177,Jan and Dean,The Little Old Lady from Pasadena,1964,573042,4719,,,,
291,7,27.68441135,Little Eva,The Loco-Motion,1962,9076546,924,,,,
926,36,9.393779234,Sergio Mendes and Brasil '66,The Look Of Love,1968,1143404,1691,,,,
522,91,5.093692001,Manfred Mann,The Mighty Quinn,1968,4682816,1907,,,,
442,49,7.664266318,Major Lance,The Monkey Time,1963,455979,1416,,,,
352,94,4.985808764,Chris Montez,The More I See You,1966,1293165,1050,,,,
218,27,11.35794904,Dick and Dee Dee,The Mountain's High,1961,17863,1038,,,,
670,35,9.570069478,Shirley Ellis,The Name Game,1965,206470,392,,,,
138,78,5.63920084,Bobby Vee,The Night Has a Thousand Eyes,1963,2254109,1614,,,,
133,57,6.936215781,The Browns,The Old Lamplighter,1960,62470,707,,,,
297,19,14.32262507,Mary Wells,The One Who Really Loves You,1962,1749941,2824,,,,
782,69,6.114481004,Crispian St. Peters,The Pied Piper,1966,382427,764,,,,
711,96,4.917008807,Jack Jones,The Race Is On,1965,17712,1801,,,,
866,49,7.664266318,The Cowsills,"The Rain, The Park And Other Things",1967,3174001,2784,,,,
554,45,8.107365283,Johnny Rivers,The Seventh Son,1965,92259,1516,,,,
594,79,5.59198657,Sammy Davis Jr.,The Shelter of Your Arms,1964,133430,4058,,,,
560,44,8.228510611,Betty Everett,The Shoop Shoop Song (It's in His Kiss),1964,283977,1249,,,,
773,54,7.188199443,Simon and Garfunkel,The Sound of Silence,1966,140952268,5561,,,,
289,5,34.56844127,David Rose,The Stripper,1962,313233,1104,,,,
215,78,5.63920084,The Miracles,The Tracks of My Tears,1965,28463187,5609,,,,
37,10,21.87761624,Chubby Checker,The Twist,1960,15600003,1911,,,,
41,9,23.45308318,Chubby Checker,The Twist,1962,15615387,1911,,,,
951,76,5.736711756,The Irish Rovers,The Unicorn,1968,392426,2636,,,,
130,56,7.017717833,Andy Williams,The Village Of St. Bernadette,1960,83052,3980,,,,
306,24,12.27610461,The Orlons,The Wah-Watusi,1962,401222,858,,,,
239,12,19.39725958,Dion,The Wanderer,1962,30747630,3245,,,,
581,70,6.056689273,The Temptations,The Way You Do the Things You Do,1964,19638035,9519,,,,
252,58,6.857053284,The Lettermen,The Way You Look Tonight,1961,265415,1932,,,,
258,83,5.412631479,Adam Wade,The Writing On The Wall,1961,4696,531,,,,
323,39,8.910403258,Richard Chamberlain,Theme From Dr. Kildare,1962,26892,1395,,,,
127,53,7.277428145,Ferrante and Teicher,Theme From The Apartment,1960,131144,1231,,,,
357,68,6.173680038,The Crystals,Then He Kissed Me,1963,18884086,1856,,,,
852,40,8.762749681,The Casinos,Then You Can Tell Me Goodbye,1967,502765,396,,,,
287,98,4.850547815,Bobby Vinton,There! I've Said It Again,1964,526233,1732,,,,
641,50,7.562750921,Herman's Hermits,There's A Kind Of Hush,1967,1212867,2048,,,,
246,50,7.562750921,The Capris,There's A Moon Out Tonight,1961,977093,562,,,,
728,13,18.39913422,Nancy Sinatra,These Boots Are Made for Walkin',1966,36897264,2938,,,,
990,44,8.228510611,The Guess Who,These Eyes,1969,7675817,4136,,,,
99,62,6.561777272,Bobby Darin,Things,1962,800658,3031,,,,
1000,70,6.056689273,New Colony Six,Things I'd Like To Say,1969,14821,498,,,,
827,94,4.985808764,Aretha Franklin,Think,1968,44177032,4631,,,,
145,78,5.63920084,Brook Benton,Think Twice,1961,62191,708,,,,
648,17,15.41358678,Gary Lewis and The Playboys,This Diamond Ring,1965,1396838,972,,,,
907,84,5.370017132,Gary Puckett and The Union Gap,This Girl Is A Woman Now,1969,457270,1275,,,,
548,64,6.425711417,Dionne Warwick,This Girl's In Love With You,1969,243874,7251,,,,
897,7,27.68441135,Herb Alpert,This Guy's In Love With You,1968,4842746,3642,,,,
633,52,7.369496097,Petula Clark,This Is My Song,1967,532949,4478,,,,
317,56,7.017717833,Jay and The Americans,This Magic Moment,1969,1002589,978,,,,
234,42,8.485070759,Troy Shondell,This Time,1961,28820,793,,,,
312,70,6.056689273,Nat King Cole,Those Lazy-Hazy-Crazy Days of Summer,1963,555689,4280,,,,
266,69,6.114481004,Little Caesar and The Romans,Those Oldies But Goodies,1961,286453,346,,,,
919,30,10.59497587,Mary Hopkin,Those Were The Days,1968,2920155,2125,,,,
487,31,10.36815025,The Beatles,Ticket to Ride,1965,37599801,14112,,,,
474,84,5.370017132,Rolf Harris,"Tie Me Kangaroo Down, Sport",1963,699358,5391,,,,
959,87,5.247075258,The Chambers Brothers,Time Has Come Today,1968,2079713,1186,,,,
335,63,6.49284802,Booker T. and The M.G.'s,Time Is Tight,1969,1830732,3484,,,,
987,39,8.910403258,Zombies,Time Of The Season,1969,40561780,5936,,,,
763,42,8.485070759,The Outsiders,Time Won't Let Me,1966,206922,2291,,,,
592,60,6.705330284,The Kinks,Tired of Waiting for You,1965,2941290,9987,,,,
807,1,100,Lulu,To Sir With Love,1967,3319473,4659,,,,
579,66,6.296526022,The New Christy Minstrels,Today,1964,158773,2148,,,,
77,85,5.328236693,Paul Anka,"Tonight My Love, Tonight",1961,339702,2526,,,,
461,14,17.52086311,Marvin Gaye,Too Busy Thinking About My Baby,1969,3314326,7086,,,,
20,79,5.59198657,Brenda Lee,Too Many Rivers,1965,163530,2547,,,,
185,1,100,Bobby Lewis,Tossin' And Turnin',1961,185664,220,,,,
817,49,7.664266318,The Doors,Touch Me,1969,12795349,8577,,,,
348,97,4.883493965,Gene Pitney,Town Without Pity,1962,1116175,2010,,,,
916,54,7.188199443,Classics IV,Traces,1969,403499,1391,,,,
1011,81,5.500471104,The Cuff Links,Tracy,1969,243798,773,,,,
165,23,12.62582101,Ricky Nelson,Travelin' Man,1961,3426713,4885,,,,
710,95,4.951108236,Roy Head,Treat Her Right,1965,19176,2269,,,,
534,82,5.456106733,Peter and Gordon,True Love Ways,1965,612139,951,,,,
324,40,8.762749681,Ace Cannon,Tuff,1962,33272,341,,,,
802,24,12.27610461,The Vogues,"Turn Around, Look At Me",1968,352007,1079,,,,
999,69,6.114481004,Edwin Starr,Twenty-five Miles,1969,3966098,1270,,,,
321,38,9.064478563,The Isley Brothers,Twist And Shout,1962,16962564,2160,,,,
482,40,8.762749681,The Beatles,Twist and Shout,1964,55584330,14112,,,,
225,88,5.207645782,Gary U.S. Bonds,"Twist, Twist Senora",1962,51794,753,,,,
365,89,5.168953147,Jimmy Soul,Twistin' Matilda,1962,27425,338,,,,
92,23,12.62582101,Sam Cooke,Twistin' The Night Away,1962,12685198,2895,,,,
450,54,7.188199443,Lou Christie,Two Faces Have I,1963,17151,1818,,,,
443,47,7.877989793,Major Lance,"Um, Um, Um, Um, Um, Um",1964,8939235,1416,,,,
627,21,13.40711287,The Righteous Brothers,Unchained Melody,1965,64041107,2690,,,,
86,20,13.84586851,The Drifters,Under the Boardwalk,1964,26552965,4140,,,,
85,75,5.787081068,The Drifters,Up on the Roof,1963,5920655,4140,,,,
396,59,6.780124557,Stevie Wonder,Uptight (Everything's Alright),1966,37974338,4980,,,,
355,72,5.945119004,The Crystals,Uptown,1962,374691,1856,,,,
103,75,5.787081068,Jimmy Clanton,Venus In Blue Jeans,1962,143310,565,,,,
51,54,7.188199443,Bobby Rydell,Volare,1960,221099,1069,,,,
762,40,8.762749681,The Left Banke,Walk Away Renee,1966,856321,1760,,,,
338,24,12.27610461,Frankie Valli and The Four Seasons,Walk Like A Man,1963,9797062,4256,,,,
542,37,9.225435188,Dionne Warwick,Walk On By,1964,8336468,7251,,,,
367,91,5.093692001,Jimmy Smith,Walk On The Wild Side,1962,414693,1305,,,,
6,57,6.936215781,The Everly Brothers,Walk Right Back,1961,2192314,4114,,,,
433,34,9.754924552,The Rooftop Singers,Walk Right In,1963,1048770,428,,,,
80,25,11.94977132,The Ventures,"Walk, Don't Run",1960,4127116,2678,,,,
81,90,5.130975533,The Ventures,"Walk, Don't Run '64",1964,62271,2678,,,,
464,73,5.891242669,Rufus Thomas,Walking the Dog,1963,1566133,1954,,,,
149,72,5.945119004,Fats Domino,Walking To New Orleans,1960,1725415,3326,,,,
400,9,23.45308318,The Village Stompers,Washington Square,1963,248436,216,,,,
115,40,8.762749681,Freddie Cannon,Way Down Yonder In New Orleans,1960,190729,1289,,,,
489,16,16.04282372,The Beatles,We Can Work It Out,1966,20400983,14112,,,,
550,86,5.287264321,The Animals,We Gotta Get out of This Place,1965,9687979,3699,,,,
864,40,8.762749681,The 5th Dimension,Wedding Bell Blues,1969,1904448,2394,,,,
504,8,25.34898699,Gale Garnett,We'll Sing in the Sunshine,1964,211353,1522,,,,
869,58,6.857053284,Five Americans,Western Union,1967,119130,620,,,,
729,14,17.52086311,Jimmy Ruffin,What Becomes of the Brokenhearted,1966,16852870,1201,,,,
978,20,13.84586851,Jr. Walker and The All Stars,What Does It Take (To Win Your Love),1969,1749455,1102,,,,
57,14,17.52086311,Jack Scott,What In The World's Come Over You,1960,192575,551,,,,
590,76,5.736711756,The Tams,What Kind of Fool (Do You Think I Am),1964,205186,706,,,,
688,63,6.49284802,Jackie DeShannon,What the World Needs Now Is Love,1965,4468238,2242,,,,
466,76,5.736711756,Johnny Mathis,What Will My Mary Say,1963,190020,2566,,,,
659,28,11.08857401,Tom Jones,What's New Pussycat?,1965,4493083,4556,,,,
331,50,7.562750921,Don and Juan,What's Your Name,1962,323853,1478,,,,
196,8,25.34898699,The String-A-Longs,Wheels,1961,254594,352,,,,
742,20,13.84586851,Percy Sledge,When a Man Loves a Woman,1966,35465080,1092,,,,
1001,71,6.000251993,Motherlode,When I Die,1969,11899,327,,,,
5,91,5.093692001,The Everly Brothers,When Will I Be Loved,1960,508098,4114,,,,
506,10,21.87761624,The Supremes,Where Did Our Love Go,1964,22205872,5042,,,,
370,95,4.951108236,The Kingston Trio,Where Have All The Flowers Gone?,1962,639742,6161,,,,
72,21,13.40711287,Dion and The Belmonts,Where Or When,1960,799005,1659,,,,
47,18,14.84294734,Connie Francis,Where The Boys Are,1961,1961350,4607,,,,
558,42,8.485070759,Danny Williams,White On White,1964,60109,864,,,,
848,81,5.500471104,Jefferson Airplane,White Rabbit,1967,49865242,6169,,,,
896,81,5.500471104,Cream,White Room,1968,45651039,1342,,,,
134,58,6.857053284,Bill Black's Combo,White Silver Sands,1960,30065,2017,,,,
226,32,10.15315495,Barry Mann,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",1961,664163,737,,,,
79,24,12.27610461,Frankie Avalon,Why,1960,378916,2080,,,,
50,12,19.39725958,Bobby Rydell,Wild One,1960,211513,1069,,,,
744,24,12.27610461,The Troggs,Wild Thing,1966,10680673,1786,,,,
419,22,13.00172664,The Rockin' Rebels,Wild Weekend,1963,34191,778,,,,
201,16,16.04282372,The Shirelles,Will You Love Me Tomorrow,1961,10966476,2186,,,,
716,4,40.05349388,The Association,Windy,1967,2621319,3791,,,,
231,38,9.064478563,Ferlin Husky,Wings Of A Dove,1961,259282,1059,,,,
414,20,13.84586851,The Surfaris,Wipe Out,1963,1632562,930,,,,
415,63,6.49284802,The Surfaris,Wipe Out,1966,1632562,930,,,,
540,35,9.570069478,Dusty Springfield,Wishin' and Hopin',1964,3337374,7225,,,,
296,16,16.04282372,Claude King,Wolverton Mountain,1962,453022,1100,,,,
906,79,5.59198657,Gary Puckett and The Union Gap,"Woman, Woman",1968,1062775,1275,,,,
91,80,5.545754095,Sam Cooke,Wonderful World,1960,93708300,2895,,,,
639,67,6.234342105,Herman's Hermits,Wonderful World,1965,76394,2048,,,,
267,72,5.945119004,Bert Kaempfert,Wonderland By Night,1961,350403,2099,,,,
198,10,21.87761624,Joe Dowell,Wooden Heart,1961,76204,295,,,,
612,1,100,Sam the Sham and the Pharaohs,Wooly Bully,1965,3020229,1129,,,,
249,76,5.736711756,Lee Dorsey,Working In The Coal Mine,1966,1841556,752,,,,
1003,74,5.838577711,Brooklyn Bridge,Worst That Could Happen,1969,161106,3934,,,,
248,53,7.277428145,Lee Dorsey,Ya Ya,1961,1445791,752,,,,
244,47,7.877989793,Arthur Lyman,Yellow Bird,1961,261189,1800,,,,
492,96,4.917008807,The Beatles,Yellow Submarine,1966,33759504,14112,,,,
658,27,11.35794904,Barbara Mason,"Yes, I'm Ready",1965,1808097,462,,,,
800,87,5.247075258,Turtles,You Baby,1966,553566,5416,,,,
298,70,6.056689273,Mary Wells,You Beat Me To The Punch,1962,10101881,2824,,,,
16,93,5.021127552,Brenda Lee,You Can Depend On Me,1961,165193,2547,,,,
510,8,25.34898699,The Supremes,You Can't Hurry Love,1966,77355864,5042,,,,
211,31,10.36815025,The Dovells,You Can't Sit Down,1963,70658,591,,,,
541,35,9.570069478,Dusty Springfield,You Don't Have To Say You Love Me,1966,9288509,7225,,,,
157,54,7.188199443,Ray Charles,You Don't Know Me,1962,5666493,6315,,,,
251,56,7.017717833,Ral Donner,You Don't Know What You've Got (Until You Lose It),1961,45016,411,,,,
409,36,9.393779234,Lesley Gore,You Don't Own Me,1964,5423583,1455,,,,
511,30,10.59497587,The Supremes,You Keep Me Hangin' On,1966,11752447,5042,,,,
98,99,4.818155049,Bobby Darin,You Must Have Been A Beautiful Baby,1961,318504,3031,,,,
591,78,5.63920084,The Kinks,You Really Got Me,1964,50309944,9987,,,,
695,80,5.545754095,The Turtles,You Showed Me,1969,2034830,2031,,,,
176,89,5.168953147,Joe Jones,You Talk Too Much,1960,150648,420,,,,
687,57,6.936215781,Ian Whitcomb,You Turn Me On,1965,25158,1747,,,,
625,4,40.05349388,We Five,You Were on My Mind,1965,460827,1179,,,,
354,71,6.000251993,Barbara Lynn,You'll Lose A Good Thing,1962,1657027,714,,,,
164,85,5.328236693,Ricky Nelson,Young Emotions,1960,197454,4885,,,,
903,15,16.74093727,Gary Puckett and The Union Gap,Young Girl,1968,5359097,1275,,,,
167,43,8.35431448,Ricky Nelson,Young World,1962,347455,4885,,,,
793,91,5.093692001,Lou Rawls,Your Good Thing (Is About To End),1969,23102,2941,,,,
843,32,10.15315495,Marvin Gaye and Tammi Terrell,Your Precious Love,1967,4738770,581,,,,
846,82,5.456106733,Marvin Gaye and Tammi Terrell,You're All I Need To Get By,1968,12177190,581,,,,
585,56,7.017717833,The Temptations,You're My Everything,1967,29435462,9519,,,,
100,23,12.62582101,Bobby Darin,You're The Reason I'm Living,1963,30498,3031,,,,
119,46,7.990608098,Marv Johnson,You've Got What It Takes,1960,53493,1131,,,,
699,84,5.370017132,The Fortunes,You've Got Your Troubles,1965,664723,1493,,,,
626,5,34.56844127,The Righteous Brothers,You've Lost That Lovin' Feelin',1965,20772397,2690,,,,
984,45,8.107365283,"Blood, Sweat and Tears",You've Made Me So Very Happy,1969,2652093,940,,,,
213,65,6.360293906,The Miracles,You've Really Got a Hold on Me,1963,3940869,5609,,,,
929,38,9.064478563,Ohio Express,"Yummy, Yummy, Yummy",1968,1485174,2190,,,,
806,98,4.850547815,Herb Alpert and The Tijuana Brass,Zorba The Greek,1966,391411,3642,,,,